gene gene_id gene_type chromosome start_position end_position pLI gene_midpoint
FAM20C ENSG00000177706 protein_coding 7 192969 300711 0.31465 246840.0
PDGFA ENSG00000197461 protein_coding 7 536895 559933 0.80842 548414.0
PRKAR1B ENSG00000188191 protein_coding 7 588834 767287 0.17935 678060.0
HEATR2 ENSG00000164818 protein_coding 7 766338 829190 8.101100000000002e-11 797764.0
SUN1 ENSG00000164828 protein_coding 7 855528 936072 9.1868e-06 895800.0
GET4 ENSG00000239857 protein_coding 7 916189 936073 0.5616399999999999 926131.0
ADAP1 ENSG00000105963 protein_coding 7 937540 995043 0.5333 966291.0
COX19 ENSG00000240230 protein_coding 7 938415 1015235 0.0043158 976825.0
CYP2W1 ENSG00000073067 protein_coding 7 1022835 1029276 2.2124000000000001e-07 1026055.0
GPR146 ENSG00000164849 protein_coding 7 1084212 1098897 0.1493 1091554.0
C7orf50 ENSG00000146540 protein_coding 7 1036622 1177896 3.4242e-06 1107259.0
GPER1 ENSG00000164850 protein_coding 7 1121844 1133451 0.57434 1127647.0
ZFAND2A ENSG00000178381 protein_coding 7 1191707 1200395 0.0029921 1196051.0
UNCX ENSG00000164853 protein_coding 7 1272543 1276954 0.6339899999999999 1274748.0
MICALL2 ENSG00000164877 protein_coding 7 1468101 1499138 3.4420000000000004e-26 1483619.0
INTS1 ENSG00000164880 protein_coding 7 1509913 1545489 7.1069e-11 1527701.0
MAFK ENSG00000198517 protein_coding 7 1570350 1582679 0.71128 1576514.0
TMEM184A ENSG00000164855 protein_coding 7 1581871 1600457 3.66e-11 1591164.0
PSMG3 ENSG00000157778 protein_coding 7 1606966 1610641 0.2003 1608803.0
ELFN1 ENSG00000225968 protein_coding 7 1727755 1787590 0.99882 1757672.0
AC110781.3 ENSG00000176349 protein_coding 7 1878222 1889567 0.10378 1883894.0
MAD1L1 ENSG00000002822 protein_coding 7 1855429 2272878 6.8444e-16 2064153.0
FTSJ2 ENSG00000122687 protein_coding 7 2273866 2281840 0.00023612 2277853.0
NUDT1 ENSG00000106268 protein_coding 7 2281857 2290781 7.4464e-12 2286319.0
SNX8 ENSG00000106266 protein_coding 7 2291405 2393953 0.062390999999999995 2342679.0
EIF3B ENSG00000106263 protein_coding 7 2393721 2420380 1.0 2407050.0
CHST12 ENSG00000136213 protein_coding 7 2443223 2474242 4.6561000000000004e-05 2458732.0
LFNG ENSG00000106003 protein_coding 7 2552163 2568811 0.097612 2560487.0
BRAT1 ENSG00000106009 protein_coding 7 2577511 2595361 7.4316e-13 2586436.0
IQCE ENSG00000106012 protein_coding 7 2598632 2654368 1.3752e-39 2626500.0
TTYH3 ENSG00000136295 protein_coding 7 2671585 2704436 0.99916 2688010.0
AMZ1 ENSG00000174945 protein_coding 7 2719156 2815134 3.7114000000000005e-23 2767145.0
GNA12 ENSG00000146535 protein_coding 7 2767746 2883958 0.9699399999999999 2825852.0
CARD11 ENSG00000198286 protein_coding 7 2945775 3083579 0.99995 3014677.0
AC091801.1 ENSG00000217455 protein_coding 7 3179868 3214287 0.17221 3197077.0
SDK1 ENSG00000146555 protein_coding 7 3341080 4308632 4.1564e-06 3824856.0
FOXK1 ENSG00000164916 protein_coding 7 4683388 4811074 0.8052199999999999 4747231.0
AP5Z1 ENSG00000242802 protein_coding 7 4815253 4833943 7.289399999999999e-31 4824598.0
RADIL ENSG00000157927 protein_coding 7 4836686 4923350 6.2671e-23 4880018.0
PAPOLB ENSG00000218823 protein_coding 7 4897364 4901625 0.0023083 4899494.0
MMD2 ENSG00000136297 protein_coding 7 4945620 4998844 5.8561e-08 4972232.0
RBAK ENSG00000146587 protein_coding 7 5085452 5109119 1.1355e-08 5097285.0
WIPI2 ENSG00000157954 protein_coding 7 5229819 5273457 0.0063887 5251638.0
SLC29A4 ENSG00000164638 protein_coding 7 5314000 5346501 1.1358e-05 5330250.0
TNRC18 ENSG00000182095 protein_coding 7 5346421 5465045 0.99093 5405733.0
FBXL18 ENSG00000155034 protein_coding 7 5470966 5553429 0.00015442 5512197.0
ACTB ENSG00000075624 protein_coding 7 5566782 5603415 0.98564 5585098.0
FSCN1 ENSG00000075618 protein_coding 7 5632439 5646286 0.8685200000000001 5639362.0
RNF216 ENSG00000011275 protein_coding 7 5659678 5821370 2.2561000000000003e-06 5740524.0
OCM ENSG00000122543 protein_coding 7 5919458 5925993 1.0885e-08 5922725.0
CCZ1 ENSG00000122674 protein_coding 7 5938356 5965605 3.5877999999999998e-06 5951980.0
RSPH10B ENSG00000155026 protein_coding 7 5965181 6010314 5.2303e-06 5987747.0
PMS2 ENSG00000122512 protein_coding 7 6012870 6048756 4.5176000000000004e-27 6030813.0
AIMP2 ENSG00000106305 protein_coding 7 6048876 6063465 0.008024 6056170.0
ANKRD61 ENSG00000157999 protein_coding 7 6071007 6076017 0.0039262 6073512.0
EIF2AK1 ENSG00000086232 protein_coding 7 6061881 6098861 7.0148e-07 6080371.0
USP42 ENSG00000106346 protein_coding 7 6144515 6201195 1.0 6172855.0
CYTH3 ENSG00000008256 protein_coding 7 6201407 6312275 0.7225199999999999 6256841.0
RAC1 ENSG00000136238 protein_coding 7 6414154 6443608 0.7622800000000001 6428881.0
DAGLB ENSG00000164535 protein_coding 7 6448757 6523821 2.6256e-12 6486289.0
KDELR2 ENSG00000136240 protein_coding 7 6485584 6523873 0.16699 6504728.0
GRID2IP ENSG00000215045 protein_coding 7 6537093 6591067 0.1245 6564080.0
ZDHHC4 ENSG00000136247 protein_coding 7 6617065 6629005 5.2991e-09 6623035.0
C7orf26 ENSG00000146576 protein_coding 7 6629648 6648357 0.9764700000000001 6639002.0
ZNF853 ENSG00000236609 protein_coding 7 6655248 6663921 0.0017819000000000003 6659584.0
AC073343.1 ENSG00000198580 protein_coding 7 6713376 6715991 3.8385e-09 6714683.0
ZNF12 ENSG00000164631 protein_coding 7 6728064 6746554 0.039662 6737309.0
RSPH10B2 ENSG00000169402 protein_coding 7 6793740 6838996 0.020458 6816368.0
CCZ1B ENSG00000146574 protein_coding 7 6833765 6866401 8.9699e-13 6850083.0
C1GALT1 ENSG00000106392 protein_coding 7 7196565 7288282 0.76313 7242423.0
COL28A1 ENSG00000215018 protein_coding 7 7395834 7575484 3.6797e-32 7485659.0
MIOS ENSG00000164654 protein_coding 7 7606503 7648560 1.8944e-09 7627531.0
RPA3 ENSG00000106399 protein_coding 7 7676149 7758238 8.5529e-09 7717193.0
RPA3-AS1 ENSG00000219545 protein_coding 7 7680342 8043689 0.22503 7862015.0
GLCCI1 ENSG00000106415 protein_coding 7 8008425 8133902 0.05902999999999999 8071163.0
ICA1 ENSG00000003147 protein_coding 7 8152814 8302317 0.00099069 8227565.0
NXPH1 ENSG00000122584 protein_coding 7 8473585 8792593 0.4837 8633089.0
NDUFA4 ENSG00000189043 protein_coding 7 10971578 10979883 0.023901 10975730.0
PHF14 ENSG00000106443 protein_coding 7 11013499 11209250 0.26533 11111374.0
THSD7A ENSG00000005108 protein_coding 7 11409984 11871824 1.0 11640904.0
TMEM106B ENSG00000106460 protein_coding 7 12250867 12282993 0.32576 12266930.0
VWDE ENSG00000146530 protein_coding 7 12370511 12443567 1.3321e-40 12407039.0
SCIN ENSG00000006747 protein_coding 7 12610203 12693228 1.718e-36 12651715.0
ARL4A ENSG00000122644 protein_coding 7 12726481 12730559 0.80528 12728520.0
ETV1 ENSG00000006468 protein_coding 7 13930853 14031050 0.93694 13980951.0
DGKB ENSG00000136267 protein_coding 7 14184674 15014402 0.52991 14599538.0
AGMO ENSG00000187546 protein_coding 7 15239943 15601640 6.779099999999999e-26 15420791.0
MEOX2 ENSG00000106511 protein_coding 7 15650837 15726437 0.91495 15688637.0
ISPD ENSG00000214960 protein_coding 7 16130817 16460947 0.00025176 16295882.0
SOSTDC1 ENSG00000171243 protein_coding 7 16501106 16570205 0.16334 16535655.0
LRRC72 ENSG00000205858 protein_coding 7 16566505 16621193 2.7753e-06 16593849.0
ANKMY2 ENSG00000106524 protein_coding 7 16639401 16685442 3.5166000000000003e-06 16662421.0
BZW2 ENSG00000136261 protein_coding 7 16685756 16746148 0.1048 16715952.0
TSPAN13 ENSG00000106537 protein_coding 7 16793160 16824161 0.00011554 16808660.0
AGR2 ENSG00000106541 protein_coding 7 16831435 16873057 9.2381e-08 16852246.0
AGR3 ENSG00000173467 protein_coding 7 16899029 16921611 2.2088e-19 16910320.0
AHR ENSG00000106546 protein_coding 7 17338246 17385776 0.9999899999999999 17362011.0
SNX13 ENSG00000071189 protein_coding 7 17830385 17980124 0.40328 17905254.0
PRPS1L1 ENSG00000229937 protein_coding 7 18066405 18067486 0.28673000000000004 18066945.0
HDAC9 ENSG00000048052 protein_coding 7 18126572 19042039 0.9997299999999999 18584305.0
TWIST1 ENSG00000122691 protein_coding 7 19060614 19157295 0.34491 19108954.0
TWISTNB ENSG00000105849 protein_coding 7 19735085 19748710 0.6170800000000001 19741897.0
TMEM196 ENSG00000173452 protein_coding 7 19758933 19813221 4.211499999999999e-06 19786077.0
MACC1 ENSG00000183742 protein_coding 7 20174278 20257027 6.005300000000001e-19 20215652.0
ITGB8 ENSG00000105855 protein_coding 7 20370325 20455377 0.9976700000000001 20412851.0
ABCB5 ENSG00000004846 protein_coding 7 20654830 20816658 1.5071999999999999e-37 20735744.0
SP8 ENSG00000164651 protein_coding 7 20823906 20826505 0.9658 20825205.0
SP4 ENSG00000105866 protein_coding 7 21467652 21554440 0.9928799999999999 21511046.0
DNAH11 ENSG00000105877 protein_coding 7 21582833 21941457 2.5388999999999997e-58 21762145.0
CDCA7L ENSG00000164649 protein_coding 7 21940518 21985702 0.00017861 21963110.0
RAPGEF5 ENSG00000136237 protein_coding 7 22157856 22396763 0.9809899999999999 22277309.0
STEAP1B ENSG00000105889 protein_coding 7 22459063 22672544 1.2367999999999999e-05 22565803.0
IL6 ENSG00000136244 protein_coding 7 22765503 22771621 0.31536 22768562.0
TOMM7 ENSG00000196683 protein_coding 7 22852251 22862470 0.009766799999999999 22857360.0
FAM126A ENSG00000122591 protein_coding 7 22980878 23053749 0.12103 23017313.0
KLHL7 ENSG00000122550 protein_coding 7 23145353 23217533 4.559e-05 23181443.0
NUPL2 ENSG00000136243 protein_coding 7 23221446 23240630 9.5131e-09 23231038.0
GPNMB ENSG00000136235 protein_coding 7 23275586 23314727 2.8803e-27 23295156.0
MALSU1 ENSG00000156928 protein_coding 7 23338358 23351348 1.6777e-11 23344853.0
IGF2BP3 ENSG00000136231 protein_coding 7 23349828 23510086 0.9999899999999999 23429957.0
TRA2A ENSG00000164548 protein_coding 7 23544399 23571660 0.0095214 23558029.0
CCDC126 ENSG00000169193 protein_coding 7 23636998 23684327 0.11918 23660662.0
FAM221A ENSG00000188732 protein_coding 7 23719749 23742868 1.7027e-12 23731308.0
STK31 ENSG00000196335 protein_coding 7 23749786 23872132 0.0066159999999999995 23810959.0
NPY ENSG00000122585 protein_coding 7 24323782 24331484 0.14294 24327633.0
MPP6 ENSG00000105926 protein_coding 7 24612887 24733812 0.81619 24673349.0
DFNA5 ENSG00000105928 protein_coding 7 24737972 24809244 3.2843e-09 24773608.0
OSBPL3 ENSG00000070882 protein_coding 7 24836158 25021253 1.585e-06 24928705.0
CYCS ENSG00000172115 protein_coding 7 25159710 25164980 0.63647 25162345.0
C7orf31 ENSG00000153790 protein_coding 7 25174316 25219975 8.054899999999999e-11 25197145.0
NPVF ENSG00000105954 protein_coding 7 25264189 25268105 0.00010444 25266147.0
NFE2L3 ENSG00000050344 protein_coding 7 26191860 26226745 7.1842e-11 26209302.0
HNRNPA2B1 ENSG00000122566 protein_coding 7 26229547 26241149 0.9973200000000001 26235348.0
CBX3 ENSG00000122565 protein_coding 7 26240782 26252976 0.40951 26246879.0
SNX10 ENSG00000086300 protein_coding 7 26331541 26413949 3.3891e-10 26372745.0
KIAA0087 ENSG00000122548 protein_coding 7 26572740 26578407 0.0034494 26575573.0
C7orf71 ENSG00000222004 protein_coding 7 26677490 26686889 0.00037182 26682189.0
SKAP2 ENSG00000005020 protein_coding 7 26706681 27034858 0.0012835999999999998 26870769.0
HOXA1 ENSG00000105991 protein_coding 7 27132612 27135615 0.28514 27134113.0
HOXA2 ENSG00000105996 protein_coding 7 27139721 27142430 0.19917 27141075.0
HOXA3 ENSG00000105997 protein_coding 7 27145803 27192200 0.9445 27169001.0
HOXA4 ENSG00000197576 protein_coding 7 27168126 27170418 8.5959e-06 27169272.0
HOXA5 ENSG00000106004 protein_coding 7 27180671 27183287 0.0029693000000000002 27181979.0
HOXA6 ENSG00000106006 protein_coding 7 27185015 27190222 2.9887e-06 27187618.0
HOXA7 ENSG00000122592 protein_coding 7 27193335 27197555 0.0013606 27195445.0
HOXA9 ENSG00000078399 protein_coding 7 27202054 27210117 4.3591e-05 27206085.0
HOXA10 ENSG00000253293 protein_coding 7 27210210 27219880 0.8845299999999999 27215045.0
HOXA11 ENSG00000005073 protein_coding 7 27221129 27224842 0.94342 27222985.0
HOXA13 ENSG00000106031 protein_coding 7 27233122 27239725 0.9551 27236423.0
EVX1 ENSG00000106038 protein_coding 7 27282164 27290112 6.9817e-07 27286138.0
HIBADH ENSG00000106049 protein_coding 7 27565061 27702614 0.0056303 27633837.0
TAX1BP1 ENSG00000106052 protein_coding 7 27778950 27884183 1.2061e-07 27831566.0
JAZF1 ENSG00000153814 protein_coding 7 27870192 28220362 0.8958200000000001 28045277.0
CREB5 ENSG00000146592 protein_coding 7 28338940 28865511 0.22336999999999999 28602225.0
CPVL ENSG00000106066 protein_coding 7 29034847 29235067 3.350199999999999e-11 29134957.0
CHN2 ENSG00000106069 protein_coding 7 29161890 29553944 0.0023008000000000004 29357917.0
PRR15 ENSG00000176532 protein_coding 7 29603427 29606911 0.53532 29605169.0
WIPF3 ENSG00000122574 protein_coding 7 29846102 29956682 0.002355 29901392.0
SCRN1 ENSG00000136193 protein_coding 7 29959719 30029905 0.002489 29994812.0
FKBP14 ENSG00000106080 protein_coding 7 30050203 30066300 1.5228999999999999e-06 30058251.0
PLEKHA8 ENSG00000106086 protein_coding 7 30067020 30170096 2.1757e-09 30118558.0
MTURN ENSG00000180354 protein_coding 7 30174426 30202378 0.43876000000000004 30188402.0
ZNRF2 ENSG00000180233 protein_coding 7 30323923 30452118 0.072297 30388020.0
NOD1 ENSG00000106100 protein_coding 7 30464143 30518400 2.4602000000000002e-18 30491271.0
GGCT ENSG00000006625 protein_coding 7 30536237 30591095 0.000143 30563666.0
GARS ENSG00000106105 protein_coding 7 30634297 30673649 0.3065 30653973.0
CRHR2 ENSG00000106113 protein_coding 7 30692200 30739745 8.547299999999999e-17 30715972.0
INMT ENSG00000241644 protein_coding 7 30737601 30797218 0.0033238 30767409.0
FAM188B ENSG00000106125 protein_coding 7 30811033 30932002 3.2175e-19 30871517.0
AQP1 ENSG00000240583 protein_coding 7 30893010 30965131 0.093302 30929070.0
GHRHR ENSG00000106128 protein_coding 7 30978284 31032869 1.0082000000000001e-07 31005576.0
ADCYAP1R1 ENSG00000078549 protein_coding 7 31092076 31151089 7.2275e-10 31121582.0
NEUROD6 ENSG00000164600 protein_coding 7 31377075 31380508 0.88454 31378791.0
CCDC129 ENSG00000180347 protein_coding 7 31553704 31698334 6.5498e-36 31626019.0
PPP1R17 ENSG00000106341 protein_coding 7 31726329 31748069 0.0010488 31737199.0
PDE1C ENSG00000154678 protein_coding 7 31790793 32338941 5.3913e-09 32064867.0
LSM5 ENSG00000106355 protein_coding 7 32524951 32534895 0.026282999999999997 32529923.0
AVL9 ENSG00000105778 protein_coding 7 32535038 33078516 0.0026324 32806777.0
KBTBD2 ENSG00000170852 protein_coding 7 32907784 32933743 0.99795 32920763.0
FKBP9 ENSG00000122642 protein_coding 7 32997017 33046543 1.0584e-05 33021780.0
NT5C3A ENSG00000122643 protein_coding 7 33053742 33102409 0.015053 33078075.0
RP9 ENSG00000164610 protein_coding 7 33134409 33149013 0.018956 33141711.0
BBS9 ENSG00000122507 protein_coding 7 33168856 33645680 4.2117e-17 33407268.0
BMPER ENSG00000164619 protein_coding 7 33944523 34195484 6.5881e-07 34070003.0
NPSR1 ENSG00000187258 protein_coding 7 34697851 34917944 2.0518000000000003e-09 34807897.0
DPY19L1 ENSG00000173852 protein_coding 7 34968488 35077883 0.00013176 35023185.0
TBX20 ENSG00000164532 protein_coding 7 35242042 35293758 0.9730200000000001 35267900.0
HERPUD2 ENSG00000122557 protein_coding 7 35672269 35735181 0.9470200000000001 35703725.0
SEPT7 ENSG00000122545 protein_coding 7 35840542 35944917 0.99924 35892729.0
PP13004 ENSG00000205745 protein_coding 7 36118694 36125346 0.096611 36122020.0
EEPD1 ENSG00000122547 protein_coding 7 36192758 36341152 0.054875 36266955.0
KIAA0895 ENSG00000164542 protein_coding 7 36363830 36429734 6.3286e-08 36396782.0
ANLN ENSG00000011426 protein_coding 7 36429415 36493400 0.14261 36461407.0
AOAH ENSG00000136250 protein_coding 7 36552456 36764154 4.3783e-14 36658305.0
ELMO1 ENSG00000155849 protein_coding 7 36893961 37488852 0.89997 37191406.0
GPR141 ENSG00000187037 protein_coding 7 37723399 37873390 8.531e-08 37798394.0
EPDR1 ENSG00000086289 protein_coding 7 37723446 37991543 0.017863999999999998 37857494.0
NME8 ENSG00000086288 protein_coding 7 37888199 37940003 5.5820999999999995e-28 37914101.0
SFRP4 ENSG00000106483 protein_coding 7 37945543 38065297 9.2586e-05 38005420.0
STARD3NL ENSG00000010270 protein_coding 7 38217824 38270272 0.0048432 38244048.0
AMPH ENSG00000078053 protein_coding 7 38423305 38671167 1.7006e-05 38547236.0
VPS41 ENSG00000006715 protein_coding 7 38762563 38971994 4.4224e-18 38867278.0
POU6F2 ENSG00000106536 protein_coding 7 39017598 39532694 0.0015216 39275146.0
YAE1D1 ENSG00000241127 protein_coding 7 39605975 39649919 0.0014990000000000001 39627947.0
RALA ENSG00000006451 protein_coding 7 39663082 39747723 0.9728899999999999 39705402.0
CDK13 ENSG00000065883 protein_coding 7 39989636 40136733 0.90753 40063184.0
MPLKIP ENSG00000168303 protein_coding 7 40165622 40174258 0.00016384 40169940.0
SUGCT ENSG00000175600 protein_coding 7 40174575 40900362 2.8168000000000004e-09 40537468.0
INHBA ENSG00000122641 protein_coding 7 41724712 41742706 0.9797899999999999 41733709.0
GLI3 ENSG00000106571 protein_coding 7 42000548 42277469 0.9999899999999999 42139008.0
C7orf25 ENSG00000136197 protein_coding 7 42948325 42951904 0.35388000000000003 42950114.0
PSMA2 ENSG00000106588 protein_coding 7 42956460 42971822 0.98234 42964141.0
MRPL32 ENSG00000106591 protein_coding 7 42971799 42988557 8.9669e-05 42980178.0
HECW1 ENSG00000002746 protein_coding 7 43152198 43605600 0.99982 43378899.0
STK17A ENSG00000164543 protein_coding 7 43622357 43666385 0.040434 43644371.0
COA1 ENSG00000106603 protein_coding 7 43648055 43769316 0.0088335 43708685.0
BLVRA ENSG00000106605 protein_coding 7 43798279 43846939 0.00034786 43822609.0
MRPS24 ENSG00000062582 protein_coding 7 43906157 43909492 0.0039242 43907824.0
URGCP ENSG00000106608 protein_coding 7 43915493 43966010 0.57799 43940751.0
UBE2D4 ENSG00000078967 protein_coding 7 43966037 43995735 1.862e-05 43980886.0
SPDYE1 ENSG00000136206 protein_coding 7 44040488 44049721 3.5518e-11 44045104.0
DBNL ENSG00000136279 protein_coding 7 44084239 44109055 0.017939 44096647.0
POLM ENSG00000122678 protein_coding 7 44111846 44122139 7.6227e-11 44116992.0
AEBP1 ENSG00000106624 protein_coding 7 44143960 44154161 7.3471e-11 44149060.0
POLD2 ENSG00000106628 protein_coding 7 44154286 44163957 0.00097201 44159121.0
MYL7 ENSG00000106631 protein_coding 7 44178463 44180931 1.8314e-06 44179697.0
GCK ENSG00000106633 protein_coding 7 44183872 44237769 0.63464 44210820.0
YKT6 ENSG00000106636 protein_coding 7 44240567 44253893 0.36157 44247230.0
CAMK2B ENSG00000058404 protein_coding 7 44256749 44374176 0.7391399999999999 44315462.0
NUDCD3 ENSG00000015676 protein_coding 7 44418720 44530479 0.44788 44474599.0
NPC1L1 ENSG00000015520 protein_coding 7 44552134 44580914 2.3097999999999998e-20 44566524.0
